Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512562009205	25.61	7715.11	1.45297	7714.36	2.13854	7714.92	1.70595	7714.04	2.22636	7713.34	3.11005
1512562010281	25.62	7713.67	1.41421	7713.68	1.97315	7713.62	1.50214	7713.32	1.7253	7713	2.91548
1512562011342	25.62	7713.22	1.92209	7712.56	2.04287	7712.85	1.99358	7712.28	1.98997	7711.78	3.12535
1512562012380	25.63	7713.22	1.71594	7712.4	2.02073	7713	1.68325	7711.96	2.26348	7711.59	3.11485
1512562013406	25.63	7713.33	1.87083	7712.44	2.02237	7713	1.77951	7712.2	2.02073	7711.54	3.34474
1512562014431	25.63	7712.22	2.3863	7712.04	2.13073	7712.31	2.21302	7711.84	2.11503	7710.85	3.12078
1512562015473	25.64	7711.11	2.14735	7710.88	1.85562	7711.08	1.89128	7710.68	1.81934	7710.1	3.23967
1512562016510	25.64	7711.11	2.14735	7710.92	2.13931	7711.08	1.84669	7710.68	1.97315	7709.91	3.17502
1512562017554	25.64	7710.11	1.69148	7709.96	1.74356	7710.23	1.5359	7709.64	1.7767	7709.4	3.12607
1512562018579	25.64	7710.56	2.29734	7710.96	2.47454	7711.23	2.48843	7710.28	2.54165	7709.61	3.1835
1512562019585	25.66	7709.44	1.66667	7709.56	1.78139	7709.85	1.57301	7709.24	1.83212	7708.88	3.23636
1512562020846	25.65	7709.11	2.20479	7708.6	2.29129	7709.23	2.0064	7708.4	2.34521	7707.76	3.30485
1512562021901	25.66	7709.89	1.90029	7710.16	1.88591	7710	1.68325	7709.72	2.17025	7709.02	3.35484
1512562022978	25.67	7709.33	2.78388	7709.04	2.28181	7709.38	2.32875	7708.76	2.50466	7708.2	3.02638
1512562024034	25.68	7709.11	1.96497	7709.04	2.37136	7709	2	7708.8	2.72336	7708.41	3.14315
1512562025119	25.68	7707.33	2	7707.32	2.01494	7707.31	1.79743	7707.12	2.16641	7706.96	3.06498
1512562026171	25.68	7709.11	2.20479	7707.84	2.15407	7708.54	2.06621	7707.72	2.18937	7706.79	3.41282
1512562027196	25.68	7707.67	2.12132	7707.2	2.12132	7707.69	1.84321	7707.12	2.04776	7707	3.33229
1512562028237	25.69	7707.11	2.42097	7706.2	2.34521	7706.92	2.2532	7705.92	2.34379	7705.49	3.32779
1512562029247	25.68	7707.89	1.45297	7707.76	1.69017	7708	1.22474	7707.44	1.68523	7706.66	3.32559
1512562030288	25.69	7708.44	2.24227	7708.76	2.36784	7709.08	2.17798	7708.88	2.42074	7708.62	3.26728
1512562031324	25.69	7707.89	1.53659	7707.84	1.67531	7708	1.35401	7707.56	1.68523	7707.18	3.24841
1512562032339	25.7	7710.89	2.75882	7710.24	2.71232	7711.08	2.4311	7710.04	2.73069	7708.62	3.41231
1512562033365	25.69	7708.56	2.29734	7708.56	2.82961	7709.08	2.326	7708.44	2.73983	7707.82	3.42528
1512562034439	25.7	7708.89	1.90029	7708.28	2.85073	7708.92	1.70595	7707.92	2.67582	7706.81	3.41405
1512562035452	25.69	7709.22	2.04803	7708.36	2.64386	7709.46	1.89804	7708.2	2.54951	7706.64	3.09116
1512562036540	25.7	7709.44	2.45515	7708.56	2.29274	7709.38	2.18092	7708.36	2.25241	7707.59	3.25548
1512562037656	25.7	7707.89	3.14024	7707.64	2.53114	7707.85	2.93956	7707.28	2.59037	7706.63	3.26051
1512562038705	25.71	7707.33	2.17945	7706.84	2.13464	7707.15	2.23033	7706.48	2.16256	7705.95	3.03922
1512562039771	25.72	7706.78	2.04803	7706.56	2.29274	7706.92	2.28989	7706.28	2.30072	7706.3	3.32961
1512562041032	25.72	7707	2.54951	7706.4	2.17945	7706.77	2.42053	7706	2.23607	7705.46	3.16224
1512562042140	25.74	7705.89	2.20479	7705.44	2.39931	7706	2.16025	7705.08	2.37908	7704.27	3.34044
1512562043150	25.75	7706	1.5	7705.44	1.89473	7705.77	1.36344	7705	1.87083	7704.87	3.01429
1512562044316	25.74	7704.89	0.927961	7704.4	1.77951	7704.85	1.21423	7704.08	1.70587	7703.77	3.10071
1512562045340	25.74	7705.67	2.12132	7705.44	1.85023	7705.62	2.02231	7705.08	1.99833	7705.13	3.06676
1512562046454	25.75	7705.33	2.5	7705.08	2.08006	7705.46	2.25889	7704.96	2.20756	7704.76	3.10204
1512562047504	25.75	7706.89	2.66667	7706.6	2.3094	7706.77	2.48843	7706.56	2.38188	7705.44	3.18817
1512562048522	25.75	7706	2.12132	7705.48	1.98158	7706	2.04124	7705.48	2.0025	7704.72	3.1896
1512562049547	25.75	7705.78	1.64148	7705.44	2.12289	7705.69	1.70219	7705.08	1.91311	7704.65	3.19345
1512562050562	25.76	7706.78	1.20185	7705.56	1.85023	7706.23	1.58923	7705.6	1.77951	7704.75	3.28987
1512562051607	25.75	7706.11	1.96497	7705.52	2.29347	7706	1.87083	7705.08	2.39653	7704.08	3.21995
1512562052634	25.76	7706.22	2.3863	7705.72	2.31876	7705.92	2.28989	7705.68	2.34023	7704.81	3.32753
1512562053650	25.76	7705.33	1.93649	7704.96	2.16949	7705.23	1.92154	7704.92	2.25315	7704.47	3.34791
1512562054676	25.77	7704	1.73205	7704.32	2.17409	7704	2	7704.04	2.37136	7703.72	3.29719
1512562055709	25.77	7704.33	2.12132	7704.48	2.58392	7704.54	2.29548	7704.32	2.51197	7703.86	3.53349
1512562056729	25.77	7704.67	1.5	7704.36	2.09921	7704.69	1.97419	7704.08	2.05994	7703.05	3.36076
1512562057823	25.77	7703.78	1.85592	7703.68	2.07605	7703.92	2.01914	7703.48	2.16256	7703.58	3.30022
1512562058892	25.78	7703.78	2.22361	7703.56	2.02237	7703.85	2.11527	7703.32	2.15484	7702.42	3.28599
1512562059964	25.78	7704.33	2.06155	7703.8	2.08167	7704.23	2.0064	7703.56	1.91659	7702.72	3.04043
1512562060983	25.79	7704	2.06155	7704.04	2.18861	7704.08	2.10006	7703.84	2.33952	7703.18	3.35721
1512562062083	25.79	7704.56	2.12786	7703.92	2.13931	7704.38	1.89466	7703.76	2.29637	7703.72	3.17323
1512562063167	25.79	7704	2	7704.12	2.65079	7704.69	2.42846	7704.04	2.71539	7703.6	3.28529
1512562064199	25.8	7704.22	2.27913	7704.52	2.4	7704.69	2.17503	7704.28	2.45832	7704.05	3.3561
1512562065315	25.8	7703.56	2.06828	7703.56	2.21886	7703.77	1.96443	7703.48	2.21961	7703.35	3.40958
1512562066405	25.81	7703.33	2.54951	7702.88	2.31517	7703.38	2.39925	7702.6	2.36291	7701.56	3.34288
1512562067486	25.81	7703.22	2.63523	7702.64	2.34307	7703.31	2.25036	7702.76	2.33238	7701.88	3.47087
1512562068578	25.81	7703.22	2.33333	7702.24	2.31445	7702.85	2.1543	7702.08	2.28983	7701.89	3.44865
1512562069649	25.81	7703.22	2.63523	7702.88	2.40347	7703.31	2.32324	7702.68	2.41039	7701.97	3.17363
1512562070675	25.81	7704	1.73205	7703.36	2.17715	7704.15	1.67562	7703.24	2.08726	7702.78	3.34544
1512562071685	25.82	7703.67	2.06155	7703.76	1.85472	7703.92	1.84669	7703.36	1.823	7702.82	3.14465
1512562072795	25.81	7703.89	2.57121	7703.04	2.37136	7703.62	2.32875	7702.64	2.37837	7702.19	3.18957
1512562073869	25.82	7703.67	2.73861	7703.16	2.4779	7703.69	2.56205	7702.64	2.48126	7702.24	3.28154
1512562074961	25.82	7704.67	2.78388	7703.96	2.83549	7704.77	2.71274	7704.08	2.75257	7703.08	3.40088
1512562075986	25.83	7706	2.73861	7705.12	2.57099	7706	2.48328	7704.8	2.54951	7703.72	3.28612
1512562077059	25.83	7704.33	3.04138	7703.84	2.88213	7704.62	2.8148	7703.68	2.77969	7702.9	3.33317
1512562078135	25.84	7703.44	2.06828	7702.56	2.2561	7703.38	1.89466	7702.56	2.2561	7702.18	3.17871
1512562079155	25.84	7702.67	1.93649	7701.96	1.88149	7702.46	1.85362	7701.76	1.98494	7701.9	3.11342
1512562080214	25.84	7703.33	1.58114	7702.8	2.14087	7703.23	2.04751	7702.6	2.06155	7701.83	3.32553
1512562081228	25.84	7704.56	1.33333	7704.2	2.04124	7704.54	1.26592	7704.04	1.85921	7703.13	3.47743
1512562082302	25.85	7705	2	7705.24	2.12681	7705.54	2.02548	7704.96	2.15019	7704.11	3.38001
1512562083312	25.85	7706.22	1.56347	7706	2.04124	7706.54	1.5064	7705.92	1.86905	7704.46	3.49848
1512562084317	25.88	7702.89	1.61589	7702.72	1.90438	7702.92	1.49786	7702.48	1.75879	7701.58	3.17461
1512562085342	25.86	7701.89	1.61589	7701.8	1.95789	7702.15	1.46322	7701.76	1.80924	7701.24	3.2239
1512562086361	25.88	7702.44	1.74005	7702.76	2.33238	7703.15	2.11527	7702.76	2.22261	7702.19	3.50142
1512562087429	25.89	7701.78	2.10819	7702.12	2.3331	7702.31	2.13638	7701.88	2.26053	7701.12	3.23636
1512562088455	25.88	7701.89	2.61937	7701.68	2.80951	7702.15	2.37508	7701.52	2.8006	7701.09	3.65029
1512562089532	25.88	7701.78	1.64148	7700.84	2.28546	7701.69	1.49358	7700.88	2.18556	7701.24	3.59907
1512562090585	25.89	7702.44	1.87824	7702.04	1.96808	7702.54	1.71345	7701.72	2.03142	7701.22	3.3173
1512562091610	25.88	7703.89	2.42097	7702.92	2.27156	7703.85	2.11527	7702.76	2.40278	7702.26	3.46338
1512562092635	25.89	7702.89	2.14735	7702.28	2.40693	7702.92	2.13937	7702.24	2.45425	7701.5	3.34185
1512562093682	25.89	7702.22	1.64148	7701.76	2.08726	7701.85	1.90815	7701.28	2.24574	7700.79	3.28166
1512562094708	25.9	7702.89	0.927961	7701.88	2.22336	7702.69	1.37747	7701.68	1.93046	7699.79	3.38678
1512562095731	25.9	7704	3.31662	7702.64	2.84136	7703.69	3.1724	7702.2	3.1225	7699.89	3.41374
1512562096760	25.9	7702.89	2.848	7701.56	2.755	7702.54	2.56955	7701.28	2.80654	7699.96	3.40247
1512562097867	25.9	7700.78	3.07318	7700.48	2.64764	7700.85	2.73393	7700.28	2.55799	7699.42	3.27487
1512562098893	25.9	7699.44	2.06828	7698.88	2.3331	7699.46	2.06621	7698.72	2.24574	7699.04	3.18007
1512562099919	25.91	7700.78	2.33333	7700.24	2.68142	7700.62	2.10311	7699.92	2.5807	7699.79	3.56466
1512562100954	25.91	7701.67	2.44949	7701.48	2.55147	7701.62	2.53438	7701	2.62996	7700	3.36031
1512562102017	25.92	7702.44	2.60342	7701.72	2.76164	7702.38	2.50128	7701.4	2.61406	7700.92	3.42073
1512562103024	25.92	7701.67	2.06155	7701.2	2.19848	7701.77	1.83275	7700.96	2.22636	7700.03	3.29758
1512562104031	25.91	7702.56	2.29734	7702.4	2.27303	7702.85	2.11527	7702.12	2.38607	7701.74	3.43318
1512562105034	25.92	7701.67	1.87083	7700.96	1.94679	7701.54	1.76141	7700.8	2	7700.79	3.17026
1512562106072	25.92	7701.78	1.48137	7700.92	1.99833	7701.62	1.66024	7700.68	2.01494	7699.98	3.04986
1512562107082	25.93	7700.78	2.04803	7700.32	2.59358	7700.85	2.33973	7700.12	2.42074	7698.97	3.24589
1512562108107	25.92	7701	1.41421	7700.4	2.06155	7700.92	1.97744	7700.32	2.21209	7700.1	3.52072
1512562109133	25.92	7701.89	1.83333	7701.16	2.05508	7701.69	1.88788	7701.16	1.97231	7701.01	3.52224
1512562110183	25.94	7700.78	2.16667	7699.92	2.37908	7700.46	2.22169	7700	2.41523	7699.48	3.43101
1512562111310	25.94	7700.44	1.81046	7700.68	2.76466	7700.46	2.22169	7700.48	2.74044	7700.32	3.30224
1512562112327	25.94	7701.56	2.55495	7701.12	2.69753	7701.62	2.84425	7701.04	2.7	7700.02	3.27312
1512562113372	25.94	7703	2.39792	7702.04	2.71539	7703	2.23607	7701.84	2.73374	7700.69	3.31738
1512562114391	25.94	7700.33	1.73205	7700	2.32737	7700.54	2.18386	7699.8	2.29129	7699.06	3.3829
1512562115421	25.94	7700.78	1.20185	7700.4	1.60728	7700.69	1.31559	7700.12	1.76352	7699.54	3.2563
1512562116471	25.95	7700	2	7699.68	2.71907	7699.92	2.28989	7699.32	2.59358	7698.63	3.46777
1512562117582	25.95	7699	1.93649	7698.04	2.20756	7698.77	1.83275	7697.96	2.24499	7698.18	3.72352
1512562118608	25.95	7702.33	2.12132	7700.68	2.39305	7702	2.23607	7700.56	2.63122	7699.74	3.63937
1512562119620	25.95	7701.11	2.14735	7700.04	2.20756	7701	2.19848	7700	2.3094	7698.73	3.40036
1512562120643	25.96	7700.56	1.94365	7699.68	2.03552	7700.46	1.89804	7699.72	2.11187	7699.15	3.39473
1512562121696	25.96	7701	1.73205	7700.32	2.19317	7701	2.04124	7700	2.48328	7699.5	3.58109
1512562122740	25.97	7699.67	1.41421	7699.16	2.11503	7699.85	1.67562	7699.24	2.10713	7699.08	3.39564
1512562123781	25.97	7698.56	1.74005	7697.88	2.38607	7698.62	2.02231	7697.88	2.2971	7697.78	3.38149
