Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512482260123	25.55	7935.78	5.44926	7934.44	6.21879	7934.85	6.12163	7934.48	6.55184	7936.77	12.0672
1512482261205	25.55	7934.78	5.91138	7933.44	6.27216	7933.92	6.49951	7933.68	6.55566	7935.64	11.9588
1512482262216	25.56	7934.56	4.61278	7933.04	5.30314	7933.54	5.25381	7933.4	5.62731	7935.37	11.9397
1512482263250	25.55	7933.78	4.46592	7932.24	5.71752	7932.92	5.52964	7932.64	5.83009	7934.66	12.0431
1512482264258	25.55	7937	4.4441	7934.64	5.54437	7936	4.43471	7935.16	5.45191	7936.27	11.8656
1512482265284	25.55	7935.33	4.5	7933.36	6.01304	7934.31	4.98973	7933.92	6.03407	7935.89	11.9616
1512482266302	25.54	7934.89	4.01386	7933.88	5.47966	7934.15	4.50641	7934.16	5.6545	7936.13	11.9251
1512482267381	25.54	7934.11	5.0111	7933.04	5.80574	7933.38	5.39349	7933.6	5.75181	7935.75	11.9731
1512482268405	25.53	7938.67	6.2849	7938.36	7.11735	7938.23	5.84742	7938.76	6.77176	7939.66	11.9838
1512482269492	25.53	7937.78	4.38115	7936.56	6.19193	7937.15	5.14532	7937.16	6.2695	7938.61	11.788
1512482270510	25.52	7936.89	5.30199	7934.92	6.56963	7935.92	5.80892	7935.6	6.46787	7937.52	11.9953
1512482271550	25.54	7937.11	5.0111	7936.2	6.17117	7936.38	5.79567	7936.6	6.45497	7937.63	12.0349
1512482272570	25.53	7936	4.60977	7934.96	5.85577	7935.54	5.62162	7935.52	5.75268	7936.7	12.1051
1512482273603	25.54	7936.67	5.56776	7934.84	6.63124	7935.54	6.23986	7935.44	6.77052	7936.63	12.0436
1512482274613	25.53	7935.11	5.0111	7933.88	6.17333	7934.38	5.75237	7934.52	6.25913	7936.17	12.0354
1512482275654	25.53	7934.67	4.74342	7934.16	5.9769	7934.31	5.69187	7934.52	5.88869	7936.53	11.9286
1512482276666	25.53	7935.33	4.58258	7934.28	5.44304	7934.92	5.05736	7934.88	5.46443	7936.76	11.6725
1512482277817	25.52	7936.89	5.39547	7934.8	6.245	7936	5.44671	7935.56	5.97969	7937.16	11.9293
1512482278835	25.52	7934	5.56776	7932.92	6.04786	7933.38	5.75237	7933.12	6.60379	7935.69	11.9894
1512482279938	25.52	7935.33	5.2915	7934.28	5.78446	7934.77	5.525	7934.52	6.43636	7936.77	11.8577
1512482281066	25.53	7935.22	4.76387	7934.08	5.866	7934.77	5.40299	7934.72	6.03131	7936.7	11.8357
1512482282068	25.54	7937.44	5.85472	7935.2	6.91014	7936.38	6.46192	7935.96	6.56049	7936.7	11.9069
1512482283226	25.52	7935.67	6	7934.56	6.42962	7934.77	6.26038	7934.88	6.49564	7935.99	11.7805
1512482284248	25.53	7934.33	5.95819	7933.64	6.3435	7933.77	6.1122	7934.04	6.54777	7935.94	12.1005
1512482285325	25.53	7934.22	5.40319	7933.2	6.19812	7933.54	5.57697	7933.44	6.13786	7936.12	11.9963
1512482286377	25.53	7934.22	4.89331	7933.2	5.68624	7933.69	5.07255	7933.72	5.57165	7936.09	11.9007
1512482287421	25.52	7932.89	5.30199	7931.6	6.10328	7931.85	5.56546	7932.24	6.28013	7934.76	11.9039
1512482288452	25.52	7935.67	4.58258	7934.2	5.90903	7934.69	4.973	7935.2	5.97913	7937.37	12.1666
1512482289475	25.52	7934.67	4.97494	7933.52	6.08358	7934	5.19615	7934.36	5.97829	7936.12	12.0392
1512482290569	25.52	7935.11	4.75511	7933.8	5.70088	7934.54	5.0434	7934.48	5.99389	7936.3	12.3137
1512482291593	25.52	7934.33	4.55522	7933.08	5.68565	7933.46	4.94327	7933.64	5.97829	7935.9	12.1282
1512482292801	25.53	7934.67	4.82183	7933.16	6.28941	7933.54	5.45612	7933.6	5.95819	7935.79	12.2406
1512482293871	25.52	7932.11	4.53995	7932	5.81664	7931.85	4.75826	7932.32	5.52057	7935.05	11.8929
1512482294922	25.52	7934.89	5.13431	7933.88	6.13949	7934.08	5.49942	7934.24	6.07783	7936.94	12.0943
1512482295923	25.51	7936.11	4.91031	7935	6.19139	7935.31	5.60334	7935.56	6.23886	7938.43	12.0081
1512482296930	25.51	7936.22	5.97448	7934.88	6.75968	7935.08	6.17065	7935.12	6.66033	7938.03	12.08
1512482298002	25.51	7936.56	5.27046	7935.6	6.25167	7935.77	5.81885	7935.76	6.39844	7937.99	12.1003
1512482299100	25.51	7936.33	5.95819	7935.36	6.44774	7935.54	6.15921	7935.6	6.54472	7938.07	12.065
1512482300255	25.51	7935.89	5.81903	7934.84	6.35531	7935.23	5.84742	7935.16	6.26285	7937.12	11.8963
1512482301282	25.51	7935.67	5.45436	7934.12	6.15305	7935	5.56776	7934.8	6.1441	7936.8	11.9
1512482302332	25.52	7935.11	5.46453	7933.8	6.61438	7934.31	5.90741	7934.48	6.11092	7936.58	11.9659
1512482303455	25.52	7934.67	5.17204	7933.56	6.37103	7933.85	5.56546	7934.16	6.22281	7936.26	11.9669
1512482304476	25.53	7934.67	4.63681	7933.48	6.21906	7934.08	5.10656	7934.04	6.13379	7935.94	11.8639
1512482305505	25.53	7935.11	5.64456	7933.12	6.67283	7934.15	5.99786	7933.76	6.19328	7935.21	11.9461
1512482306524	25.52	7936.44	6.00231	7934.92	6.0685	7935.62	5.97967	7935.28	5.89152	7936.79	12.0395
1512482307572	25.51	7936.22	6.13958	7935.2	6.53835	7935.69	5.90741	7935.6	6.5	7937.78	12.3712
1512482308599	25.52	7935.22	5.696	7934.52	6.11092	7935.08	5.51455	7934.88	5.95343	7936.57	12.0189
1512482309648	25.52	7932.67	6.0208	7932.48	6.56455	7932.77	6.05742	7933.08	6.23779	7935.57	11.9215
1512482310692	25.52	7932.22	6.28048	7931.32	6.43377	7932	6.23164	7931.96	6.354	7933.73	11.8827
1512482311702	25.52	7933.11	5.92546	7932.36	6.19058	7932.92	5.64892	7932.68	6.1422	7933.87	11.9124
1512482312792	25.53	7935	5.02494	7932.64	6.12971	7934.23	4.95234	7933.4	5.66422	7934.04	11.8281
