Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512556925811	25.56	7966.89	1.16667	7966.52	1.00499	7966.85	1.06819	7966.56	1.15758	7966.2	2.1276
1512556926836	25.57	7966.78	1.30171	7966.52	1.44684	7967	1.47196	7966.64	1.52425	7966.02	2.14203
1512556927970	25.58	7967.67	1.87083	7968	2.25462	7967.92	1.97744	7968.04	2.07123	7967.89	2.58752
1512556929048	25.58	7965.78	1.20185	7965.28	1.42945	7965.54	1.1266	7965.32	1.46401	7965.41	2.19215
1512556930125	25.58	7964.67	1.41421	7964.52	1.8735	7964.54	1.5064	7964.44	1.82757	7965.24	2.38816
1512556931151	25.58	7963.89	1.2693	7963.96	1.7195	7964	1.35401	7963.84	1.88591	7964.67	2.56827
1512556932237	25.57	7968	2.54951	7966.64	2.30723	7967.77	2.35067	7966.92	2.34379	7965.77	2.43938
1512556933266	25.58	7965.11	1.76383	7965.64	2.36079	7965.31	1.93152	7965.56	2.36432	7966.15	2.54403
1512556934358	25.57	7964.33	1.58114	7965	1.91485	7964.62	1.60927	7964.8	1.97906	7965.65	2.29814
1512556935395	25.58	7966	1.5	7965.88	1.78699	7965.92	1.801	7965.8	1.82574	7966.27	2.29633
1512556936442	25.57	7965.33	1	7965.76	1.69017	7965.85	1.28103	7966	1.77951	7966.53	2.2454
1512556937549	25.58	7964.56	0.726483	7965.12	1.56312	7965.08	1.25576	7965.16	1.57268	7965.64	2.19413
1512556938600	25.57	7966.22	1.64148	7966.76	1.96384	7966.62	2.2188	7966.68	2.23084	7967.46	2.81177
1512556939611	25.57	7965	1.93649	7966.08	2.59679	7965.69	2.3939	7966.04	2.57358	7966.56	2.58961
1512556940674	25.57	7966.89	1.45297	7966.72	1.86011	7967	1.63299	7966.68	1.74929	7966.62	2.21664
1512556941747	25.56	7965.44	1.87824	7965.96	1.7195	7965.62	1.80455	7966	1.65831	7966.67	2.33271
1512556942794	25.56	7965.89	1.69148	7966.52	1.5308	7966.15	1.51911	7966.4	1.60728	7966.32	2.26122
1512556943869	25.57	7968	1.87083	7967.68	1.67631	7968.15	1.99358	7967.76	1.94251	7967.21	2.2334
1512556944881	25.56	7967.22	1.09291	7967.32	1.8421	7967.31	1.75046	7967.32	1.90875	7966.94	2.40483
1512556945966	25.57	7966.44	1.424	7966.52	1.75879	7966.31	1.79743	7966.4	1.82574	7966.53	2.37839
1512556946994	25.57	7967.33	0.866025	7967.24	1.16476	7967.38	1.1209	7967.32	1.14455	7967.08	2.09994
1512556948033	25.57	7966.56	1.23603	7966.04	1.7673	7966.31	1.31559	7966.16	1.65025	7966.01	2.17703
1512556949058	25.58	7966.44	2.06828	7966.16	1.88591	7966.23	1.96443	7966.2	1.87083	7966.28	2.20715
1512556950084	25.57	7965.78	1.85592	7966.12	2.20454	7965.92	1.84669	7966.08	2.37908	7966.62	2.46393
1512556951110	25.57	7968.44	1.33333	7968.48	1.50333	7968.46	1.5064	7968.32	2.05589	7967.32	2.53077
1512556952187	25.56	7966.78	1.48137	7967.16	1.49108	7966.92	1.5525	7967	1.65831	7966.66	2.288
1512556953210	25.57	7966.56	1.81046	7966.44	1.85023	7966.31	2.05688	7966.44	2.00167	7966.55	2.30464
1512556954222	25.57	7964.44	1.424	7964.56	1.87261	7964.46	1.6641	7964.24	1.94251	7964.87	2.48722
1512556955327	25.56	7965.33	1.73205	7965.24	1.50776	7965.23	1.58923	7965.24	1.71464	7965.39	2.32945
1512556956374	25.58	7965.22	0.971825	7965	1.29099	7965.23	1.5359	7965.12	1.56312	7965.28	2.13274
1512556957389	25.57	7964.44	1.66667	7965.32	2.57747	7964.69	2.13638	7965.12	2.74348	7965.8	2.41147
1512556958392	25.57	7964.33	1.32288	7965.28	2.17025	7964.92	2.4311	7965.12	2.36854	7965.38	2.36029
1512556959414	25.58	7964.56	1.23603	7965.32	2.24944	7964.92	1.89128	7965.32	2.30434	7965.38	2.41673
1512556960465	25.57	7966.56	1.23603	7966.12	2.14709	7966.62	1.80455	7966.24	2.16564	7965.45	2.26348
1512556961512	25.57	7966.11	1.76383	7966.08	1.86905	7966.15	2.03495	7966.24	1.89912	7966.24	2.40827
1512556962587	25.57	7965.56	1.50923	7964.92	1.89121	7965.31	2.09701	7964.96	1.88149	7964.81	2.21959
1512556963793	25.58	7964.11	1.36423	7965.04	2.28181	7964.62	2.18092	7965	2.27303	7965.65	2.47912
1512556964815	25.58	7962.11	1.69148	7962.96	2.37136	7962.38	2.06311	7963.08	2.48193	7963.77	2.49997
1512556965925	25.57	7963.78	1.09291	7964.08	1.82392	7964	1.77951	7963.96	1.7673	7964.59	2.36604
1512556966933	25.57	7966.33	1.5	7966.56	2.88791	7966.54	2.90446	7966.44	2.46779	7966.55	2.51639
1512556967988	25.58	7964.44	1.13039	7965.08	2.13931	7964.85	1.99358	7964.84	2.01412	7966.12	2.36319
1512556969015	25.58	7964.11	1.45297	7964.24	1.83212	7964.31	1.93152	7964.16	1.86369	7965.39	2.70402
1512556970060	25.58	7963	1.11803	7963.08	1.6563	7963.08	1.60528	7963.12	1.83303	7964.11	2.39435
1512556971069	25.58	7963	1.22474	7963.2	1.87083	7963.15	1.86396	7963.12	1.76352	7964.46	2.57791
1512556972079	25.58	7964.44	1.23603	7964.88	1.96469	7964.85	1.81871	7964.76	2.20378	7965.2	2.637
1512556973089	25.56	7963.89	0.781736	7964.92	2.28983	7964.54	1.61325	7964.8	2.25462	7964.89	2.25865
1512556974117	25.57	7965.11	1.16667	7965.8	2	7965.62	1.80455	7965.8	1.97906	7966.14	2.51166
1512556975202	25.58	7966.22	1.09291	7965.92	2.1	7966.54	2.02548	7966.24	2.0672	7966.06	2.29952
1512556976296	25.57	7965.22	1.64148	7965.16	1.97231	7965.31	2.05688	7965.32	2.11581	7965.66	2.39947
1512556977322	25.58	7967.78	1.48137	7967.12	1.98578	7967.69	1.97419	7967.36	1.95533	7967.62	2.29086
1512556978331	25.58	7964.67	1.87083	7965.32	2.21209	7965.31	2.21302	7965.24	2.27816	7966.78	2.62145
1512556979373	25.58	7965.33	0.866025	7966	1.89297	7965.54	1.19829	7965.88	1.76352	7966.13	2.27131
1512556980402	25.58	7967.11	1.53659	7966.24	2.04695	7967	1.91485	7966.6	2	7966.8	2.48172
1512556981494	25.58	7965.89	1.16667	7965.52	1.98158	7965.77	1.73944	7965.72	1.88237	7965.84	2.30491
1512556982548	25.58	7965.78	0.833333	7965.4	1.63299	7965.77	1.23517	7965.52	1.44684	7965.28	2.19242
1512556983600	25.58	7964.33	0.707107	7964.6	1.89297	7964.46	1.33012	7964.4	1.80278	7964.4	2.29615
1512556984695	25.57	7963.78	1.39443	7964.4	2.17945	7964	1.77951	7964.28	2.07204	7964.4	2.34796
1512556985824	25.57	7964.78	0.971825	7964.84	1.49108	7964.92	1.18754	7965.04	1.39881	7964.94	2.08323
1512556986894	25.58	7962.11	1.83333	7962.44	1.68523	7962.31	1.70219	7962.48	1.75879	7963.48	2.22456
1512556987991	25.58	7963.11	1.96497	7962.64	1.89033	7963.08	1.97744	7962.72	1.74452	7962.35	2.16234
1512556989070	25.58	7964	1.73205	7963.84	1.54596	7964	1.87083	7963.88	1.81016	7963.39	2.24081
1512556990111	25.57	7963.89	1.76383	7963.72	1.76824	7963.85	2.0755	7963.64	1.93391	7964.09	2.29072
1512556991121	25.58	7963.44	2.12786	7963.88	1.76352	7963.69	2.17503	7963.84	1.88591	7964.05	2.36454
1512556992156	25.58	7963	1.87083	7963.12	1.50886	7962.92	1.65638	7963.04	1.54056	7963.22	2.34234
1512556993226	25.58	7961.78	1.39443	7961.8	1.38444	7961.69	1.4367	7961.68	1.34536	7962.19	2.22896
1512556994340	25.58	7960.78	2.10819	7961	2	7960.92	1.97744	7960.92	2.1	7962.53	2.72912
1512556995425	25.58	7963.11	1.83333	7963.52	1.80555	7963.23	1.5359	7963.16	1.74833	7963.48	2.67136
1512556996453	25.57	7962.67	1.11803	7963.08	1.52534	7962.85	1.21423	7962.96	1.61967	7963.69	2.33781
1512556997493	25.57	7963	0.866025	7963.2	1.44338	7963.15	1.14354	7963	1.58114	7963.51	2.37197
1512556998518	25.56	7962.44	1.01379	7963.16	1.7	7962.92	1.5525	7963.08	1.57903	7963.95	2.53464
1512556999544	25.56	7965.11	1.45297	7965	2.12132	7965.38	2.18092	7965.16	2.26716	7964.95	2.43304
1512557000570	25.56	7965.22	1.09291	7965.68	1.8421	7965.62	1.60927	7965.76	1.89912	7965.46	2.34062
1512557001580	25.56	7964.56	1.23603	7964.56	1.80462	7964.69	1.60128	7964.6	1.82574	7964.8	2.35531
1512557002605	25.56	7966.33	1.73205	7965.76	1.78606	7966.46	1.6641	7965.72	1.74452	7965.5	2.42625
1512557003631	25.56	7965.78	1.7873	7965.56	1.58325	7965.54	1.8081	7965.44	1.73397	7965.09	2.16447
1512557004656	25.56	7964.44	1.50923	7964.6	1.73205	7964.69	1.60128	7964.48	1.85113	7964.5	2.24565
1512557005776	25.57	7965.56	1.74005	7965.04	1.98914	7965.77	2.04751	7965.36	2.43036	7964.89	2.25083
1512557006906	25.56	7965.44	1.5899	7964.68	1.97315	7965.46	1.98391	7964.88	1.9	7963.87	2.18004
1512557007986	25.57	7964.78	1.85592	7964.64	2.01825	7964.85	1.95133	7964.64	2.03879	7964.31	2.3859
1512557008989	25.57	7963.44	1.87824	7963.4	1.80278	7963.46	1.8081	7963.36	1.95533	7963.1	2.19128
1512557010079	25.57	7964	1.11803	7963.64	1.46856	7964	1.22474	7963.76	1.83212	7964.11	2.52355
1512557011100	25.57	7963.33	1.58114	7963.56	1.29357	7963.69	1.49358	7963.64	1.65529	7963.79	2.08952
1512557012132	25.57	7961.67	2.06155	7961.84	1.81842	7961.92	1.84669	7961.6	1.95789	7962.46	2.4194
1512557013220	25.57	7960.89	1.69148	7961.28	1.86011	7961.15	1.77229	7961.12	1.9218	7962.39	2.5414
1512557014245	25.58	7962.56	1.33333	7962.48	1.82848	7962.69	1.70219	7962.52	1.78232	7962.62	2.46393
